File generated by Rfunction: Gera.fluxnew.yy.func1 
 TimeStamp at the begining of period
 version 1: Block average, density(WPL) corrections,and flow rotation
 yy jday hhdec(GMT) alfa(deg) beta(deg)  u(m/s) v(m/s) w(m/s)  H(W/m2) LE(W/m2) ustr(m/s)  wco2(mg/m2/s) MOL(m)
2011 197 23.5 45.4 19.2 2.04 0 0 301.7 -22 36.3 0.34 0.085 171.7
2011 198 0 68.2 17.6 2.03 0 0 301.19 -17.3 13.8 0.24 0.088 73.8
2011 198 0.5 68 15.5 1.95 0 0 300.71 -17.3 6.2 0.16 0.085 23.4
2011 198 1 68.4 13.8 1.87 0 0 300.23 -16.3 3.6 0.13 0.09 13.1
2011 198 1.5 84 11.4 1.71 0 0 299.85 -0.4 1.6 0.03 0.02 5.7
2011 198 2 110.2 8.8 1.51 0 0 299.18 -10.9 3.4 0.1 0.106 9
2011 198 2.5 131.7 7.6 1.72 0 0 298.33 -5.7 -14.1 0.01 0.051 0
2011 198 3 126.8 9.2 2.02 0 0 297.86 -7.7 -5.5 0.09 0.081 9.3
2011 198 3.5 72.2 15.1 2.03 0 0 298.06 -26.7 -1 0.17 0.328 15.9
2011 198 4 36.5 16.2 1.91 0 0 297.93 -15 10.2 0.12 0.071 12.2
2011 198 4.5 39.4 13.6 1.87 0 0 297.74 -25.1 11.3 0.19 0.249 23.7
2011 198 5 41.2 16.9 1.98 0 0 297.5 -19.9 6.2 0.19 0.137 31.9
2011 198 5.5 49.3 15.9 1.92 0 0 297.19 -18.6 2.7 0.16 0.134 19.4
2011 198 6 38.8 15.6 1.87 0 0 296.9 -11.7 0.7 0.1 0.078 8.7
2011 198 6.5 33.1 14.9 2.01 0 0 296.58 -14.7 1.8 0.12 0.13 11.7
2011 198 7 37.3 15.2 1.93 0 0 296.38 -22.4 2.1 0.15 0.198 14.3
2011 198 7.5 23.8 13.8 1.83 0 0 296.33 -23.6 2.4 0.19 0.18 25.9
2011 198 8 18.6 15.8 1.86 0 0 296.15 -23 2.8 0.15 0.192 14.2
2011 198 8.5 43.1 14.9 1.89 0 0 296.04 -17.9 1.5 0.18 0.144 27.7
2011 198 9 57 14.3 1.63 0 0 295.91 -13 1.6 0.14 0.115 19.8
2011 198 9.5 57.3 15.3 1.78 0 0 295.8 -14.3 1.7 0.14 0.12 19.6
2011 198 10 28.8 12.8 1.52 0 0 295.69 -8.1 1.7 0.1 0.05 11.3
2011 198 10.5 5.1 14.5 1.42 0 0 295.77 -11.9 2.6 0.1 0.035 9.1
2011 198 11 4.4 16.8 1.37 0 0 296.14 -15.7 33.2 0.19 0.095 38
2011 198 11.5 3.3 18.9 1.58 0 0 296.82 13.7 64.8 0.23 0.063 -78.4
2011 198 12 32.5 18.3 1.66 0 0 297.91 48.2 145.2 0.32 0.214 -62.2
2011 198 12.5 56 15 2.13 0 0 298.73 107.4 216.1 0.52 -0.178 -119.1
2011 198 13 23 29.6 1.74 0 0 299.22 58.6 127.3 0.13 -0.281 -3.4
2011 198 13.5 0.7 31.2 1.7 0 0 299.86 70.5 149.3 0.11 -0.608 -1.7
2011 198 14 13.7 28.8 1.23 0 0 300.53 106.9 231 0.3 -0.632 -24.4
2011 198 14.5 52 29 1.4 0 0 301.3 130.9 309.9 0.28 -0.549 -14.9
2011 198 15 13.4 25.4 1.81 0 0 302.03 168.4 312.6 0.43 -0.893 -45.1
2011 198 15.5 7.7 25.9 2.35 0 0 302.37 194.1 392.9 0.39 -1.013 -28.1
2011 198 16 30.1 24.7 1.9 0 0 302.88 119 301.3 0.31 -0.83 -22.4
2011 198 16.5 42 9.8 1.31 0 0 303.37 144.4 391.4 0.47 -0.605 -67.2
2011 198 17 51.9 21.8 1.42 0 0 303.26 14.6 296.4 0.36 -0.256 -303.1
2011 198 17.5 15.9 30.7 1.07 0 0 303.45 2.2 163.1 0.14 -0.067 -117
2011 198 18 31.9 15.6 1.84 0 0 304.01 146.7 328.5 0.41 -0.872 -43.9
2011 198 18.5 27.4 22.5 2 0 0 304.05 84.2 247.1 0.24 -0.652 -14.6
2011 198 19 0.6 26.3 2.28 0 0 304.14 69.2 354.8 0.37 -0.731 -70.6
2011 198 19.5 23.2 22.1 2.28 0 0 304.46 120.5 296.6 0.45 -0.742 -71.6
2011 198 20 9.9 20.9 2.22 0 0 304.55 70 263.7 0.48 -0.29 -144.3
2011 198 20.5 31.4 21.1 2.64 0 0 304.58 54.5 263.6 0.4 -0.334 -113.1
2011 198 21 8 15 1.86 0 0 304.67 56.2 230.1 0.44 -0.364 -136.7
2011 198 21.5 14 20.1 2.42 0 0 304.62 13.2 141 0.42 -0.084 -535.1
2011 198 22 5.7 19.7 2.46 0 0 304.55 12.6 154 0.46 -0.018 -712.4
2011 198 22.5 16 17.9 2.73 0 0 304.36 13.2 115.7 0.6 0.057 -1515.9
2011 198 23 8 16.9 2.43 0 0 303.93 -38.1 51.9 0.36 0.175 117.2
2011 198 23.5 35.8 18.3 2.12 0 0 303.69 -23.2 21.4 0.28 0.099 90.7
2011 199 0 34.6 19.2 1.89 0 0 303.32 -30.5 13.8 0.27 0.152 57.8
2011 199 0.5 47 17.4 1.92 0 0 302.88 -14.4 2.5 0.22 0.129 65.3
2011 199 1 44.8 17.6 2.19 0 0 302.45 -26.4 4.7 0.3 0.222 92.1
2011 199 1.5 9 20.4 2 0 0 302.21 -29.7 9.9 0.22 0.231 31.7
2011 199 2 12.7 16.8 1.9 0 0 301.82 -25.5 2.8 0.18 0.164 20.2
2011 199 2.5 15.3 15.5 1.89 0 0 301.46 -28 1 0.22 0.179 36.7
2011 199 3 25.2 14.1 1.68 0 0 301.21 -10.3 2.6 0.09 0.08 6.1
2011 199 3.5 18.2 13.7 1.84 0 0 300.89 -9.7 -1.7 0.07 0.057 3.7
2011 199 4 10.7 13.7 1.84 0 0 300.47 -22.5 -1.1 0.13 0.151 8.9
2011 199 4.5 21.5 14.2 1.95 0 0 300.17 -9.7 -2.1 0.1 0.056 9.2
2011 199 5 30.9 15.3 2.06 0 0 299.83 -12.9 -1.5 0.1 0.081 8.1
2011 199 5.5 22.5 14.4 1.88 0 0 299.61 -10.7 -2.3 0.08 0.089 4.8
2011 199 6 2.1 13.8 1.54 0 0 299.43 -6.2 -0.4 0.03 0.074 0.4
2011 199 6.5 22.7 13.5 1.74 0 0 299.09 -10.3 -1.5 0.05 0.078 1.4
2011 199 7 51.1 14.9 2.03 0 0 298.6 -8.1 3.4 0.11 0.099 16.9
2011 199 7.5 36.1 16.9 2.02 0 0 298.28 -16.2 11.6 0.17 0.165 29.4
2011 199 8 20.7 17 1.89 0 0 298.09 -18.8 3.8 0.15 0.185 16.9
2011 199 8.5 10.2 14.4 1.87 0 0 297.83 -18.3 2.4 0.14 0.199 15.5
2011 199 9 7.5 12.2 1.36 0 0 297.49 -8.6 0.1 0.1 0.083 12.3
2011 199 9.5 28.9 12.6 1.21 0 0 297.43 -2.3 -0.1 0.03 0.032 0.8
2011 199 10 6 12.3 1.4 0 0 297.07 -6.2 -0.4 0.05 0.077 2.2
2011 199 10.5 1.6 13.5 1.43 0 0 297.2 -14.7 -0.5 0.12 0.056 9.8
2011 199 11 5.2 14.9 1.46 0 0 297.75 -10.3 11.1 0.16 0.051 35.9
2011 199 11.5 12.3 20.7 1.35 0 0 298.66 -20.3 27 0.22 0.445 50.5
2011 199 12 12.4 19.2 1.62 0 0 299.69 1.3 135.6 0.32 0.377 -2412
2011 199 12.5 36.2 20.9 1.66 0 0 300.41 28 133.8 0.24 0.016 -47.2
2011 199 13 51 13.3 1.45 0 0 301.2 78.9 213.9 0.34 -0.224 -47.2
2011 199 13.5 90.7 17.6 1.28 0 0 301.95 107 326.8 0.41 -0.132 -60.3
2011 199 14 71.4 19.4 1.53 0 0 302.53 102.4 214.8 0.33 -0.621 -33.4
2011 199 14.5 121.7 20.8 1.42 0 0 303.24 141.2 341.2 0.29 -0.737 -15.7
2011 199 15 196.4 17.4 1.69 0 0 303.88 207.3 358.4 0.2 -1.517 -3.7
2011 199 15.5 192.1 2 1.12 0 0 304.72 185.7 450.7 0.41 -0.833 -35.2
2011 199 16 247.8 6.6 1.38 0 0 304.89 167.4 556.1 0.44 -1.333 -47.3
2011 199 16.5 217.3 3.4 1.25 0 0 305.43 195 564.3 0.37 -1.293 -24.9
2011 199 17 125.1 18.5 1.84 0 0 305.78 240.2 466.5 0.45 -1.026 -35.1
2011 199 17.5 159.2 28.5 1.38 0 0 305.82 107.1 236.3 0.52 -0.828 -124.3
2011 199 18 128.3 13.2 1.55 0 0 306.25 118.3 391 0.45 -0.693 -71.7
2011 199 18.5 140.6 8.1 1.41 0 0 306.45 75.3 258.7 0.54 -0.493 -189.4
2011 199 19 76.3 21.3 1.76 0 0 306.81 100.6 309.3 0.2 -0.436 -7.2
2011 199 19.5 96.3 11.1 1.92 0 0 306.97 89.1 342.2 0.5 -0.416 -130.9
2011 199 20 97.4 17.6 2.22 0 0 307.15 27.9 120.5 0.43 -0.591 -261.5
2011 199 20.5 52.3 19.4 2.27 0 0 307.16 46.5 260.4 0.53 -0.219 -303.1
2011 199 21 37.4 20.9 2.57 0 0 307.01 9.8 195.6 0.38 -0.064 -521.6
2011 199 21.5 26.1 15.9 2.51 0 0 306.9 -13.3 184.1 0.5 0.35 904
2011 199 22 4.9 18.1 2.73 0 0 306.59 -16.8 113.6 0.45 0.102 501.7
2011 199 22.5 48.9 16 1.78 0 0 306.65 -36.1 111.6 0.36 0.315 120.4
2011 199 23 68.6 14.8 2.3 0 0 306.53 -59.7 181.7 0.48 1.068 174.8
2011 199 23.5 43.7 16.7 2.42 0 0 306.17 -41.4 47.4 0.42 0.785 168
2011 200 0 19.8 16.8 2.33 0 0 305.49 -36.3 41.4 0.34 0.48 97.2
2011 200 0.5 1.8 18 2.16 0 0 304.76 -32.4 11.9 0.2 0.333 24.7
2011 200 1 0.8 17.1 2.01 0 0 304.29 -29.1 8.5 0.19 0.251 22.9
2011 200 1.5 4.2 15.3 1.98 0 0 304.01 -23.1 1 0.18 0.12 22.5
2011 200 2 4 15.3 1.72 0 0 303.71 -13.3 2.2 0.1 0.101 8
2011 200 2.5 21.3 15.2 2.05 0 0 303.32 -37.2 8.8 0.19 0.719 16.6
2011 200 3 67.6 15.6 1.18 0 0 303.17 -37.7 17.2 0.23 0.744 29
2011 200 3.5 67.2 17.9 1.38 0 0 303.2 -53 31.2 0.23 0.977 22.2
2011 200 4 75.9 13 1.21 0 0 303.22 -41.7 32.5 0.28 0.722 50.8
2011 200 4.5 55.7 15.3 1.53 0 0 303.13 -66.1 46.8 0.31 1.268 41.7
2011 200 5 56.6 16.6 1.19 0 0 303 -48.5 32 0.26 0.815 32.3
2011 200 5.5 74.1 10.6 1.41 0 0 302.76 -43.8 31.9 0.3 1.05 57.1
2011 200 6 70 10.8 1.05 0 0 302.53 -31.2 7.7 0.23 0.66 36.3
2011 200 6.5 6.8 14.1 1.33 0 0 302.42 -9.2 2.5 0.11 0.051 12.2
2011 200 7 7.9 13.4 1.34 0 0 302.2 -3 0.2 0.04 0.021 2.1
2011 200 7.5 26.9 13.5 1.34 0 0 301.95 -8.2 0.7 0.08 0.033 7
2011 200 8 44.4 14.4 1.5 0 0 301.71 -8.9 0.3 0.06 0.038 1.9
2011 200 8.5 99.4 11.5 1.43 0 0 301.61 -3.3 2.2 0.09 0.158 21.3
2011 200 9 118.5 11.7 1.22 0 0 301.34 -7 1.9 0.1 0.072 14.2
2011 200 9.5 78.5 13.2 1.13 0 0 301.39 -1.7 0.3 0.02 0.01 0.6
2011 200 10 61.8 13.3 1.22 0 0 301.11 0.9 -0.1 0.03 -0.027 -1.9
2011 200 10.5 10.4 13.6 1.07 0 0 301.12 -5.1 5.1 0.08 0.004 8.7
2011 200 11 27.1 19.1 0.73 0 0 301.32 -7.4 -0.1 0.05 -0.06 1.4
2011 200 11.5 37.8 17.6 0.74 0 0 302.1 -8.6 24.1 0.05 -0.003 1.3
2011 200 12 113 16.8 0.74 0 0 302.65 -1.9 -0.6 0.08 -0.125 22
2011 200 12.5 122.1 13.6 0.72 0 0 303.38 8.2 93.2 0.22 -0.07 -123
2011 200 13 118.6 11.2 1.61 0 0 303.78 4.6 217.6 0.43 0.635 -1574.2
2011 200 13.5 166.5 9.5 1.99 0 0 304.36 59.1 225.2 0.44 -0.373 -137.1
2011 200 14 200.9 7.2 1.83 0 0 304.69 44.7 204.8 0.32 -0.81 -70.9
2011 200 14.5 190 8.6 2.03 0 0 305.02 43.6 217.4 0.5 -0.662 -264.4
2011 200 15 189.4 12.2 2.23 0 0 305.19 14.3 263.8 0.37 -0.659 -340.3
2011 200 15.5 166.9 10 1.1 0 0 305.62 105.2 283 0.36 -0.703 -42
2011 200 16 197.2 13.1 1.21 0 0 305.96 170.7 370.4 0.34 -1.066 -20.7
2011 200 16.5 195.2 20.7 0.68 0 0 306.35 117.2 414.4 0.16 -1.067 -3.2
2011 200 17 186.4 11 1.42 0 0 306.88 99.4 294.6 0.17 -0.614 -5
2011 200 17.5 145.4 16 1.41 0 0 307.01 27.7 281.1 0.35 -0.745 -142.7
2011 200 18 87.2 10.5 1.55 0 0 307.16 19.1 424.9 0.42 -0.57 -352
2011 200 18.5 99.8 20 2.12 0 0 307.55 106.3 309.3 0.41 -0.305 -61
2011 200 19 91 18.9 3.23 0 0 307.66 199.8 379.2 0.59 -0.759 -98.1
2011 200 19.5 96.7 15.6 2.4 0 0 307.04 -15.1 228.7 0.56 0.289 1080.1
2011 200 20 209.3 6 2.01 0 0 306.42 -124.2 249.3 0.49 0.443 90.5
2011 200 20.5 355.2 7.3 2.04 0 0 303.76 13.1 110.9 0.32 -0.209 -235.3
2011 200 21 352.9 2.1 0.97 0 0 303.29 27.9 -59.4 0.07 0.037 -1.1
2011 200 21.5 307.5 10.3 0.65 0 0 304.64 31.1 162.3 0.2 -0.269 -23.2
2011 200 22 325.6 11.4 0.81 0 0 305.31 7.5 45.3 0.2 -0.145 -95.2
2011 200 22.5 272.8 7 1.33 0 0 305.14 -11 40.3 0.21 0.043 78
2011 200 23 217.5 6.3 1.27 0 0 304.89 -5.8 19.8 0.14 0.113 45
2011 200 23.5 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9
2011 201 0 198.4 2.5 1.44 0 0 304.39 -8.7 15.1 0.14 0.172 28.8
2011 201 0.5 192.5 0.8 1.9 0 0 303.95 1 10.7 0.24 -0.003 -1402.1
2011 201 1 164.3 0.7 2.43 0 0 303.12 11.5 122.6 0.38 0.563 -445.8
2011 201 1.5 172.5 4.1 1.3 0 0 302.38 -11.8 3.3 0.25 0.191 128.3
2011 201 2 223.8 6.3 0.8 0 0 302.03 0.4 11.9 0.1 0.081 -212.2
2011 201 2.5 262.5 8.3 2.12 0 0 301.61 -18.2 7.5 0.48 0.557 553.9
2011 201 3 250 4.3 2.43 0 0 301.18 -13.1 -2.1 0.48 0.291 816.3
2011 201 3.5 263.2 3.3 1.04 0 0 301.02 -8.5 -0.8 0.23 0.119 136.3
2011 201 4 160.2 13 0.28 0 0 300.8 -5.5 13.9 0.16 0.195 64.7
2011 201 4.5 3.1 17.7 0.97 0 0 300.26 -3 1.8 0.08 0.095 17.4
2011 201 5 219.8 3.3 0.5 0 0 300.24 -1.5 2.3 0.13 0.117 134.6
2011 201 5.5 166.1 2 0.46 0 0 300.3 -2.4 3.3 0.01 0.103 0
2011 201 6 353.9 4 0.23 0 0 300.14 -1.9 -2.7 0.07 0.057 18
2011 201 6.5 314.1 11.8 1.25 0 0 300.04 -1.9 -1.1 0.1 0.093 42.2
2011 201 7 272.2 7.5 1.41 0 0 299.66 0.6 7.2 0.16 -0.121 -661.5
2011 201 7.5 266.4 6.2 1.93 0 0 299.01 -10.4 3.2 0.26 0.244 158.9
2011 201 8 278.4 6 1.06 0 0 298.87 -13.3 3.2 0.24 0.365 103
2011 201 8.5 304 12.1 0.71 0 0 298.84 -1.6 -0.6 0.07 0.016 19.6
2011 201 9 280.6 10.7 1.22 0 0 298.87 -8.3 -0.9 0.15 0.201 36.2
2011 201 9.5 271.8 9.7 1.65 0 0 298.73 -6.4 3.5 0.16 0.157 59.3
2011 201 10 272.5 9.8 1.1 0 0 298.45 -11 0.6 0.17 0.225 42.3
2011 201 10.5 243.6 6.2 0.83 0 0 298.32 -0.3 3.3 0.11 0.09 387.9
2011 201 11 276.9 15 0.62 0 0 298.7 6.6 13.7 0.15 0.106 -46.9
2011 201 11.5 279.8 3.9 1 0 0 299.3 14.2 30.1 0.22 0.13 -66
2011 201 12 231.2 7.4 1.42 0 0 299.86 37.3 45.4 0.3 -0.001 -67
2011 201 12.5 265.3 12.5 0.93 0 0 300.56 23.9 44 0.25 -0.688 -63.2
2011 201 13 334.6 6.1 0.49 0 0 301.36 99.2 140.9 0.17 -0.529 -5
2011 201 13.5 346.6 24.8 0.6 0 0 302.07 121.3 219.3 0.22 -0.421 -8.3
2011 201 14 276 6.2 0.75 0 0 303.01 132.9 161.8 0.2 -0.871 -5.9
2011 201 14.5 336.8 9 0.46 0 0 303.65 119.4 138.7 0.23 -0.677 -9.5
2011 201 15 205.9 34.9 0.59 0 0 304.26 138.5 241.2 0.22 -0.965 -7.7
2011 201 15.5 90.7 1.2 0.42 0 0 305.01 89.2 175.5 0.24 -0.807 -15.3
2011 201 16 166.4 34.7 0.56 0 0 305.54 223.9 398.2 0.35 -0.89 -17.7
2011 201 16.5 276.1 7.7 0.34 0 0 306.26 230.1 320.4 0.24 -1.201 -5.5
2011 201 17 159.2 18.1 1.21 0 0 306.64 158.2 265.4 0.07 -0.381 -0.2
2011 201 17.5 191 1.6 1.51 0 0 307.06 188.9 269.8 0.37 -0.784 -25.2
2011 201 18 338.2 3.7 1.03 0 0 307.2 58.5 144.8 0.15 -0.497 -5.2
2011 201 18.5 331 5.3 0.97 0 0 307.51 110.5 246.4 0.28 -0.728 -18.3
2011 201 19 231 5.2 1.31 0 0 307.66 109.1 186.3 0.27 -0.612 -16.3
2011 201 19.5 207.1 1.5 1.83 0 0 307.76 115.4 169.2 0.23 -0.383 -10.2
2011 201 20 153.6 8.1 2.04 0 0 307.65 48.6 91.5 0.27 -0.321 -38.9
2011 201 20.5 127.9 14.2 2.76 0 0 307.64 71 104.7 0.32 -0.378 -41.9
2011 201 21 164.9 3.8 2.29 0 0 307.84 93.4 132.6 0.28 -0.465 -22.9
2011 201 21.5 174.9 3 2.37 0 0 307.81 83.8 167.9 0.41 -0.534 -76.1
2011 201 22 144.4 7.9 2.6 0 0 307.54 42.4 47.7 0.43 -0.117 -172.2
2011 201 22.5 136.5 9.6 2.73 0 0 307.2 25.2 51.9 0.45 -0.101 -335.1
2011 201 23 150.2 3.7 2.27 0 0 306.77 1.7 53.2 0.44 -0.015 -4687.6
2011 201 23.5 161.7 4.9 1.86 0 0 306.26 -14.1 21.3 0.31 0.133 195.5
2011 202 0 165.2 2.8 1.54 0 0 305.94 -3.5 7.7 0.12 0.042 43.3
2011 202 0.5 151.4 5.8 1.83 0 0 305.45 -10.6 6.2 0.14 0.118 23.6
2011 202 1 142.5 6.2 1.72 0 0 304.93 -9 7 0.12 0.107 17.3
2011 202 1.5 158.1 4.7 1.76 0 0 304.5 -0.7 6.2 0.06 0.033 33
2011 202 2 100.3 13.2 1.73 0 0 304.36 -13.7 -19.9 0.16 0.128 26.8
2011 202 2.5 118.4 11.8 1.7 0 0 304.25 -13 -5.5 0.12 0.189 12.2
2011 202 3 138.6 7.5 1.86 0 0 303.63 -13.1 -6.7 0.03 0.239 0.2
2011 202 3.5 115.1 11 1.92 0 0 303.34 -18.7 7.7 0.17 0.408 25.6
2011 202 4 67.3 15.4 1.81 0 0 303.52 -13.5 3 0.15 0.178 22.7
2011 202 4.5 20.1 12.6 1.39 0 0 303.48 -7.8 1.5 0.09 0.071 8.8
2011 202 5 25.5 14.2 1.89 0 0 303.32 -13.7 -7.3 0.15 0.124 23.7
2011 202 5.5 33.4 17.4 1.88 0 0 303.21 -19.4 -11 0.14 0.182 12.4
2011 202 6 39.3 12.7 1.51 0 0 303.12 -12 -3.3 0.12 0.143 14.8
2011 202 6.5 78.3 12.2 1.39 0 0 303.04 -3.1 -0.1 0.05 0.012 3.1
2011 202 7 48.6 12.6 1.27 0 0 302.76 -0.9 0 0.04 0.004 5.6
2011 202 7.5 50.5 12.2 0.92 0 0 302.43 2.3 0.8 0.06 -0.023 -8.6
2011 202 8 26.6 13.6 0.8 0 0 302.27 0.4 0 0.02 0.002 -1.9
2011 202 8.5 141.6 11.1 0.32 0 0 301.98 9 4.2 0.08 -0.111 -4.6
2011 202 9 65.2 61.3 0.06 0 0 301.92 -5.2 4.5 0.06 -0.099 3.5
2011 202 9.5 110.2 9.6 1.14 0 0 301.92 -3.5 -2.1 0.05 -0.001 2.9
2011 202 10 118.5 9.3 1.63 0 0 301.62 -0.8 -0.5 0.04 0.03 9.3
2011 202 10.5 77.9 10.7 0.99 0 0 301.25 -4.3 -1.6 0.02 -0.018 0.3
2011 202 11 4.6 14.3 0.57 0 0 301.67 1.5 4.6 0.03 0.181 -2
2011 202 11.5 0.9 18.4 1.01 0 0 302.59 -5.5 20.2 0.12 0.325 28.3
2011 202 12 1.2 18.5 0.91 0 0 303.47 2.1 47.6 0.13 0.46 -106.3
2011 202 12.5 24.1 24.3 0.8 0 0 304.43 39.6 73.4 0.1 -0.517 -2.5
2011 202 13 17.8 27.6 1.41 0 0 305.31 48.3 126.8 0.16 -0.199 -8.6
2011 202 13.5 2.1 35.2 1.38 0 0 306.15 28.1 233.2 0.16 0.454 -12.5
2011 202 14 7.2 25.1 1.41 0 0 307.02 101.2 276.8 0.14 -0.366 -2.3
2011 202 14.5 16.2 26.7 1.68 0 0 307.72 157.3 241.7 0.37 -1.178 -29.9
2011 202 15 38.4 21.7 1.51 0 0 308.44 145.3 376.3 0.32 -0.64 -20.3
2011 202 15.5 14 21.9 1.88 0 0 308.95 126.4 274.9 0.44 -0.68 -61.6
2011 202 16 89.3 16.2 1.79 0 0 308.52 -16.6 186.2 0.42 0.275 415.9
2011 202 16.5 14.3 23.5 2.1 0 0 309.18 148.3 257.7 0.2 -0.779 -4.8
2011 202 17 0.3 26.8 3.27 0 0 309.68 142.9 234.1 0.29 -0.419 -15.6
2011 202 17.5 1.3 19.2 2.5 0 0 310.01 163.4 312.7 0.56 -0.553 -103.1
2011 202 18 10.4 19 2.93 0 0 309.97 126 244.8 0.6 -0.495 -164.2
2011 202 18.5 3.7 23.5 2.76 0 0 310.12 111.5 430.8 0.58 -0.647 -164.6
2011 202 19 24 16.2 2.54 0 0 310.36 112.5 362.8 0.56 -0.318 -146.4
2011 202 19.5 28.7 18.9 2.44 0 0 310.47 74 174.1 0.59 -0.063 -263.8
2011 202 20 35.7 19.2 2.76 0 0 310.59 43.7 220.9 0.51 -0.261 -291
2011 202 20.5 40.5 15.9 2.48 0 0 310.66 37.5 186.7 0.65 0.073 -681
2011 202 21 70.1 19 2.4 0 0 310.87 17.5 223.5 0.43 0.278 -423.8
2011 202 21.5 68.2 19.4 2.67 0 0 310.73 -5.9 261.7 0.52 0.41 2185.8
2011 202 22 77.7 13.8 2.33 0 0 310.82 -11.9 167.8 0.48 0.338 897.1
2011 202 22.5 58 14.4 2.23 0 0 310.81 -25.4 208.7 0.54 0.511 593.8
2011 202 23 56.3 14.7 2.3 0 0 310.61 -53.7 124.3 0.49 0.669 206.5
2011 202 23.5 3.2 19.4 2.53 0 0 310.17 -47.3 49.9 0.43 0.38 157.8
2011 203 0 0.5 20.2 2.15 0 0 309.76 -28.9 27.5 0.21 0.176 29.5
2011 203 0.5 23.5 17.4 1.93 0 0 309.2 -43.2 18 0.3 0.344 56.9
2011 203 1 38.7 17.3 2.01 0 0 308.58 -20.9 6.9 0.15 0.127 16
2011 203 1.5 38.6 16.4 1.89 0 0 308.1 -18.3 3.1 0.15 0.115 17.5
2011 203 2 21 15.2 1.78 0 0 307.78 -18.5 2.7 0.14 0.113 12.8
2011 203 2.5 6.7 12.5 1.73 0 0 307.37 -16.1 2.7 0.11 0.104 8
2011 203 3 8.3 14.2 1.8 0 0 307.03 -16.4 3.3 0.11 0.195 7.8
2011 203 3.5 35.1 13.3 1.21 0 0 306.88 -8.4 1.4 0.08 0.069 6.8
2011 203 4 89.6 11.4 1.22 0 0 306.7 -2.7 28.1 0.12 -0.039 59.7
2011 203 4.5 61.8 12.8 1.17 0 0 306.26 -12.9 18.5 0.13 0.134 15.2
2011 203 5 117.7 9.5 0.82 0 0 306.03 -1.7 1.9 0.03 0.051 1.2
2011 203 5.5 101 11 1.34 0 0 305.9 -3.4 9 0.12 0.125 48.4
2011 203 6 101 13.5 1.58 0 0 305.5 -12.1 3.8 0.12 0.099 15.3
2011 203 6.5 140.6 8.7 0.96 0 0 305.31 -5.6 1 0.1 0.049 16.6
2011 203 7 106.1 11 1.05 0 0 305.15 -2.8 -1.1 0.06 0.02 6.9
2011 203 7.5 115.2 9.8 1.16 0 0 305.08 -6.2 -1.8 0.1 0.041 15.9
2011 203 8 154.2 7.1 1 0 0 305.12 -9 0.1 0.12 0.06 19.8
2011 203 8.5 117.7 11 0.94 0 0 304.97 -7.6 0.1 0.1 0.09 11.7
2011 203 9 118 10.6 1.28 0 0 305.14 -4.4 0.4 0.1 -0.013 18.4
2011 203 9.5 117.8 10.1 1.36 0 0 305.09 -5 0.3 0.1 0.034 20.2
2011 203 10 54.5 13.3 1.22 0 0 304.56 -1.6 0 0.01 -0.048 0.1
2011 203 10.5 14.9 15 1.33 0 0 304.48 -14.7 7.1 0.09 0.068 4.3
2011 203 11 53.4 16.4 1.26 0 0 304.67 -18.3 20 0.15 0.191 17.4
2011 203 11.5 68 15.1 1.01 0 0 305.33 -2.8 45.4 0.16 0.057 149
2011 203 12 95.9 14.2 0.97 0 0 306.37 -3.7 52.3 0.2 0.318 190.4
2011 203 12.5 118.3 18.4 1.23 0 0 307.08 5.3 145.8 0.26 0.604 -304.7
2011 203 13 151.5 12.1 1.52 0 0 308.21 5.5 190 0.31 0.691 -527.8
2011 203 13.5 146.5 11.8 2.12 0 0 308.8 17.5 305.9 0.36 0.346 -242.9
2011 203 14 166.6 8.4 2.04 0 0 308.98 12.3 204.4 0.55 -0.364 -1260.3
2011 203 14.5 161.2 13.4 2.49 0 0 309.38 117.9 339 0.56 -0.653 -138.7
2011 203 15 103.2 18.5 1.68 0 0 309.86 197 374.8 0.45 -0.732 -43.7
2011 203 15.5 120 15.3 1.48 0 0 310.41 197 363.9 0.4 -0.6 -29.6
2011 203 16 132.3 13.1 1.48 0 0 311.11 134.6 361.2 0.38 -0.217 -39
2011 203 16.5 101 15 1.41 0 0 311.54 240.7 474.6 0.45 -0.362 -36.7
2011 203 17 89.8 24.4 1.79 0 0 311.62 69.1 197 0.07 -0.253 -0.5
2011 203 17.5 163.5 9.7 1.67 0 0 312.11 133.1 352.2 0.51 -0.284 -91.4
2011 203 18 96.1 13.2 1.17 0 0 312.68 123.1 458 0.49 -0.362 -91
2011 203 18.5 80.9 31.2 1.51 0 0 312.56 104.9 304.3 0.18 -0.222 -4.9
2011 203 19 119.8 13.4 1.71 0 0 313.18 100.9 367.4 0.52 0.015 -130.4
2011 203 19.5 133.7 15.7 2.56 0 0 313.23 135.6 274.3 0.5 0.035 -86.8
2011 203 20 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9
2011 203 20.5 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9
